meat consummption,cancer rate,,heart disease rate
,,,314
,,,2819
,,,35813
,,,35413
,,,36374
,,,35433
,,,35869
,,,35488
,,,37598
,,,36693
,,,3858
,,,42449
,,,41214
,,,39155
,,,39925
,,,43588
,,,44774
,,,4584
,,,485
,,,49977
,,,49294
,,,5791
,,,4697
,,,52428
,,,51615
,,,5324
,,,5417
,,,4442
,,,4268
,,,487
,,,5129
,,,4968
,,,4622
,,,531
,,,5636
,,,5469
,,,5771
,,,593
,,,636
,,,6338
,,,674
,,,6179
,,,6911
,,,6513
,,,7361
,,,7131
,,,7783
,,,8253
,,,7567
,,,859
,,,8774
,,,812
,,,2874
,,,324
,,,31372
,,,29345
,,,3748
,,,3255
,,,32784
,,,34435
,,,33575
,,,3624
,,,36927
,,,38983
,,,37912
,,,35192
,,,39942
,,,4974
,,,43289
,,,44572
,,,4292
,,,45746
,,,476
,,,4833
,,,49672
,,,51119
,,,52756
,,,296491
,,,35872
,,,31756
,,,315751
,,,31167
,,,322246
,,,336166
,,,328974
,,,342745
,,,344496
,,,348593
,,,346262
,,,352885
,,,36512
,,,359482
,,,35159
,,,371439
,,,354982
,,,37833
,,,392327
,,,45898
,,,385382
,,,412788
,,,399891
,,,41972
,,,1626
,,,157
,,,1749
,,,1962
,,,1816
,,,1685
,,,2113
,,,1886
,,,239
,,,2223
,,,2168
,,,2359
,,,2436
,,,276
,,,2518
,,,2289
,,,2811
,,,2923
,,,266
,,,337
,,,328
,,,3157
,,,341
,,,3686
,,,3547
,,,267857
,,,263452
,,,272362
,,,272455
,,,258985
,,,272578
,,,272426
,,,27351
,,,276777
,,,27259
,,,2819
,,,274752
,,,278952
,,,28771
,,,291888
,,,283498
,,,3647
,,,3543
,,,316875
,,,29619
,,,311234
,,,322461
,,,328
,,,333495
,,,33919
,,,5222561
,,,527432
,,,5243621
,,,5356112
,,,531393
,,,546627
,,,546252
,,,5577651
,,,56713
,,,559245
,,,5523753
,,,5669952
,,,576614
,,,56424
,,,5857953
,,,58714
,,,5974877
,,,5753574
,,,595125
,,,594337
,,,592932
,,,5912316
,,,59273
,,,5962121
,,,591472
,,,8139
,,,7842
,,,7557
,,,8448
,,,98
,,,9427
,,,8754
,,,1141
,,,978
,,,1453
,,,1777
,,,11146
,,,12366
,,,1196
,,,12798
,,,13281
,,,11537
,,,14331
,,,13792
,,,15497
,,,149
,,,17449
,,,16761
,,,18148
,,,16112
,,,42194
,,,43391
,,,44593
,,,47763
,,,46743
,,,45771
,,,4883
,,,5193
,,,5811
,,,49777
,,,53984
,,,5295
,,,55987
,,,5517
,,,57176
,,,5843
,,,59719
,,,6213
,,,63354
,,,6962
,,,6597
,,,64595
,,,68595
,,,761
,,,6718
,,,8829
,,,8459
,,,8114
,,,9229
,,,1475
,,,132
,,,11387
,,,9621
,,,12138
,,,1176
,,,1317
,,,1932
,,,12567
,,,13964
,,,156
,,,14457
,,,16186
,,,1351
,,,1679
,,,17416
,,,1849
,,,15583
,,,19423
,,,2137
,,,18716
,,,5876217
,,,627452
,,,672554
,,,664962
,,,646537
,,,6984333
,,,6819571
,,,71678
,,,737787
,,,783521
,,,7597858
,,,867218
,,,8375244
,,,95575
,,,896825
,,,9918346
,,,893361
,,,131219
,,,921787
,,,161484
,,,11285716
,,,1943194
,,,1165831
,,,12464258
,,,1242246
,,,12176
,,,11777
,,,11394
,,,12584
,,,1314
,,,1347
,,,13927
,,,6816
,,,662
,,,748
,,,642
,,,7791
,,,7524
,,,861
,,,8766
,,,8331
,,,7278
,,,924
,,,9299
,,,8546
,,,994
,,,9597
,,,1231
,,,1987
,,,1599
,,,1541
,,,1485
,,,16
,,,1433
,,,1727
,,,1795
,,,1663
,,,1927
,,,1863
,,,1971
,,,271
,,,216
,,,2262
,,,2333
,,,213
,,,2414
,,,2196
,,,2589
,,,2499
,,,2786
,,,2995
,,,2685
,,,319
,,,3224
,,,2888
,,,3234
,,,3242
,,,31138
,,,32866
,,,34764
,,,33796
,,,35754
,,,36762
,,,37845
,,,37952
,,,3814
,,,37696
,,,38321
,,,3865
,,,39756
,,,41856
,,,4815
,,,45428
,,,4334
,,,46775
,,,48199
,,,44153
,,,5721
,,,4943
,,,5269
,,,3976
,,,4659
,,,4331
,,,468
,,,4719
,,,4193
,,,4967
,,,4896
,,,483
,,,4667
,,,41251
,,,423
,,,3997
,,,455
,,,3998
,,,464
,,,4379
,,,41225
,,,4125
,,,41894
,,,4915
,,,41977
,,,41555
,,,42138
,,,42292
,,,784
,,,8594
,,,8314
,,,882
,,,8878
,,,8743
,,,916
,,,947
,,,9258
,,,928
,,,9285
,,,9469
,,,9385
,,,9319
,,,968
,,,1194
,,,9857
,,,168
,,,1364
,,,1558
,,,1177
,,,1133
,,,1795
,,,1181
,,,11551
,,,134134
,,,124747
,,,129421
,,,13882
,,,142462
,,,145942
,,,149383
,,,15766
,,,1534
,,,16168
,,,16558
,,,17489
,,,187494
,,,181467
,,,193964
,,,2164
,,,175813
,,,216387
,,,28538
,,,23977
,,,2473
,,,25578
,,,223491
,,,264961
,,,238773
,,,6363
,,,6195
,,,6417
,,,6284
,,,5987
,,,5952
,,,5948
,,,681
,,,5936
,,,5585
,,,5758
,,,5399
,,,5248
,,,4975
,,,518
,,,514
,,,4934
,,,4967
,,,539
,,,4936
,,,511
,,,5163
,,,5187
,,,522
,,,5252
,,,32461
,,,33878
,,,3178
,,,33216
,,,31167
,,,35295
,,,36772
,,,364
,,,34551
,,,37591
,,,37185
,,,38768
,,,39436
,,,4174
,,,38162
,,,415
,,,42622
,,,43575
,,,44543
,,,483
,,,4656
,,,45537
,,,47526
,,,4968
,,,48616
,,,4374
,,,463
,,,4485
,,,486
,,,4729
,,,51
,,,5149
,,,5437
,,,5296
,,,5647
,,,66
,,,5911
,,,5775
,,,5541
,,,6359
,,,624
,,,6723
,,,692
,,,6537
,,,795
,,,7277
,,,746
,,,7654
,,,7859
,,,864
,,,64652
,,,64916
,,,65579
,,,6582
,,,65234
,,,6637
,,,6637
,,,61647
,,,61936
,,,61976
,,,61776
,,,61638
,,,62279
,,,6719
,,,61227
,,,61187
,,,6551
,,,61817
,,,63865
,,,6366
,,,62382
,,,63941
,,,6429
,,,64377
,,,6447
,,,77386
,,,77868
,,,774
,,,78472
,,,77874
,,,7815
,,,77178
,,,7881
,,,77528
,,,7789
,,,79791
,,,82599
,,,789
,,,8224
,,,834
,,,83468
,,,81988
,,,8772
,,,83979
,,,8542
,,,84476
,,,8657
,,,8684
,,,8719
,,,85647
,,,17238
,,,1794
,,,17542
,,,1882
,,,18492
,,,18345
,,,18198
,,,15672
,,,15489
,,,1633
,,,16287
,,,15854
,,,16156
,,,1678
,,,16414
,,,16515
,,,16651
,,,16883
,,,16969
,,,1754
,,,17129
,,,17351
,,,17455
,,,17619
,,,17785
,,,429
,,,417
,,,44
,,,441
,,,448
,,,446
,,,444
,,,45
,,,449
,,,454
,,,459
,,,463
,,,473
,,,479
,,,468
,,,48
,,,475
,,,481
,,,481
,,,481
,,,488
,,,481
,,,493
,,,5
,,,484
,,,223421
,,,21735
,,,236526
,,,2325
,,,248889
,,,242691
,,,259614
,,,26612
,,,254874
,,,264612
,,,269933
,,,28365
,,,267911
,,,28799
,,,279812
,,,273467
,,,277188
,,,291115
,,,295948
,,,37172
,,,3167
,,,32476
,,,31818
,,,3327
,,,312885
,,,9279
,,,9483
,,,922
,,,9577
,,,9852
,,,9755
,,,9658
,,,8161
,,,87
,,,8253
,,,8346
,,,8477
,,,847
,,,8548
,,,8688
,,,8753
,,,868
,,,887
,,,8898
,,,8853
,,,8937
,,,91
,,,986
,,,9157
,,,9384
,,,46366
,,,45518
,,,4855
,,,47215
,,,4876
,,,49499
,,,599
,,,5239
,,,52485
,,,54617
,,,53223
,,,51679
,,,55279
,,,5621
,,,53921
,,,57255
,,,5956
,,,58382
,,,61726
,,,63485
,,,64287
,,,681
,,,62614
,,,66179
,,,65224
,,,2712
,,,2148
,,,21389
,,,21917
,,,21737
,,,22117
,,,22316
,,,22483
,,,2272
,,,23336
,,,23148
,,,22938
,,,23522
,,,23918
,,,2372
,,,24371
,,,24151
,,,24759
,,,24978
,,,24569
,,,25185
,,,25377
,,,25739
,,,25941
,,,25538
,,,56395
,,,568
,,,54433
,,,5968
,,,57972
,,,52531
,,,63181
,,,6134
,,,67386
,,,65171
,,,69699
,,,72385
,,,75186
,,,8492
,,,78121
,,,8295
,,,87984
,,,9481
,,,9227
,,,93694
,,,85469
,,,94851
,,,99764
,,,96213
,,,97812
,,,19185
,,,18873
,,,1984
,,,19497
,,,2243
,,,216
,,,295
,,,267
,,,21156
,,,2472
,,,2138
,,,21588
,,,21981
,,,2259
,,,21793
,,,22777
,,,2322
,,,23248
,,,2389
,,,22239
,,,2455
,,,23571
,,,24842
,,,25187
,,,24211
,,,34793359
,,,33322872
,,,344481
,,,35594363
,,,368737
,,,36225348
,,,37564678
,,,38288154
,,,3977518
,,,39763884
,,,413546
,,,4686796
,,,49811748
,,,51796353
,,,5291451
,,,48866423
,,,5411981
,,,5777991
,,,449951
,,,4316817
,,,43946438
,,,448491
,,,421716
,,,45823386
,,,47979888
,,,81948
,,,8739
,,,8748
,,,81774
,,,91544
,,,9232
,,,9189
,,,9834
,,,87483
,,,88849
,,,83459
,,,86183
,,,84785
,,,83697
,,,82378
,,,8314
,,,82669
,,,82684
,,,81264
,,,888
,,,8122
,,,82571
,,,84513
,,,83269
,,,8477
,,,589
,,,582
,,,595
,,,594
,,,64
,,,61
,,,68
,,,65
,,,614
,,,618
,,,625
,,,631
,,,637
,,,64
,,,641
,,,641
,,,64
,,,651
,,,646
,,,659
,,,639
,,,664
,,,669
,,,674
,,,682
,,,1256
,,,13191
,,,12863
,,,1386
,,,13545
,,,1419
,,,14546
,,,14897
,,,15722
,,,1645
,,,15238
,,,16782
,,,16394
,,,17196
,,,15476
,,,17641
,,,1873
,,,18158
,,,19871
,,,2495
,,,19275
,,,21126
,,,21788
,,,22488
,,,23187
,,,12259
,,,13273
,,,13614
,,,13973
,,,14356
,,,12932
,,,14738
,,,7923
,,,8359
,,,8854
,,,8134
,,,86
,,,9121
,,,943
,,,9951
,,,1577
,,,9681
,,,1146
,,,119
,,,11347
,,,1342
,,,11932
,,,11619
,,,1824
,,,1262
,,,18545
,,,19212
,,,18878
,,,19764
,,,19543
,,,2446
,,,2
,,,2237
,,,2937
,,,21356
,,,21155
,,,2355
,,,23731
,,,22554
,,,2334
,,,23929
,,,24168
,,,24411
,,,2692
,,,21736
,,,224
,,,21554
,,,22282
,,,2284
,,,23275
,,,355
,,,3463
,,,376
,,,3633
,,,3619
,,,3671
,,,357
,,,3612
,,,3592
,,,3564
,,,377
,,,3754
,,,397
,,,3854
,,,3669
,,,3967
,,,3811
,,,44
,,,4127
,,,4265
,,,4384
,,,4198
,,,445
,,,4324
,,,4525
,,,1171
,,,12341
,,,11412
,,,123
,,,12788
,,,1318
,,,1255
,,,13363
,,,13195
,,,13332
,,,13327
,,,13293
,,,13357
,,,13477
,,,13395
,,,13586
,,,13756
,,,1443
,,,14688
,,,13937
,,,14989
,,,14156
,,,1556
,,,15227
,,,15792
,,,9587
,,,122
,,,1559
,,,194
,,,11653
,,,1239
,,,11267
,,,5989
,,,6356
,,,675
,,,6167
,,,6558
,,,7174
,,,739
,,,6955
,,,7595
,,,798
,,,813
,,,775
,,,8312
,,,854
,,,8768
,,,9292
,,,912
,,,9896
,,,2719
,,,2829
,,,2843
,,,28926
,,,29224
,,,27753
,,,28589
,,,2695
,,,26833
,,,26464
,,,27463
,,,2977
,,,318
,,,29499
,,,337
,,,31142
,,,3888
,,,3177
,,,32345
,,,362
,,,31367
,,,32623
,,,3228
,,,3329
,,,32953
,,,47129
,,,4954
,,,4891
,,,515
,,,5689
,,,5142
,,,52114
,,,5349
,,,52751
,,,54367
,,,55952
,,,55182
,,,58357
,,,59295
,,,6211
,,,56717
,,,6162
,,,57448
,,,66856
,,,6437
,,,61869
,,,63553
,,,62724
,,,65113
,,,65976
,,,46556
,,,47694
,,,47127
,,,48946
,,,48238
,,,5445
,,,49693
,,,5333
,,,52618
,,,51871
,,,54594
,,,5112
,,,53953
,,,55179
,,,55923
,,,57492
,,,5676
,,,59819
,,,6731
,,,58899
,,,61663
,,,58226
,,,63522
,,,62533
,,,64538
,,,24971
,,,2685
,,,25524
,,,2741
,,,26648
,,,28258
,,,27878
,,,27459
,,,28689
,,,2973
,,,29425
,,,3383
,,,382
,,,29756
,,,31675
,,,3277
,,,381
,,,32862
,,,32446
,,,3124
,,,33674
,,,3449
,,,33265
,,,3492
,,,3448
,,,1676
,,,1441
,,,11153
,,,191
,,,11365
,,,11586
,,,1238
,,,11839
,,,12168
,,,1296
,,,1212
,,,12176
,,,12253
,,,1289
,,,12464
,,,12895
,,,1314
,,,13671
,,,1269
,,,13323
,,,14872
,,,14484
,,,1453
,,,15728
,,,15294
,,,135774
,,,133197
,,,13239
,,,131939
,,,132466
,,,133762
,,,134836
,,,13884
,,,139919
,,,136897
,,,138949
,,,139294
,,,139431
,,,139478
,,,139458
,,,139212
,,,13445
,,,137439
,,,13575
,,,136639
,,,137574
,,,132976
,,,13785
,,,138298
,,,138791
,,,7121
,,,72473
,,,75282
,,,73795
,,,75569
,,,75832
,,,76699
,,,76416
,,,76213
,,,76417
,,,76262
,,,76253
,,,77842
,,,7625
,,,78611
,,,7771
,,,8185
,,,7647
,,,79381
,,,81532
,,,8823
,,,82523
,,,8316
,,,8353
,,,82172
,,,369
,,,3659
,,,36877
,,,3633
,,,3757
,,,37239
,,,36769
,,,36548
,,,36735
,,,37156
,,,3691
,,,37361
,,,37655
,,,38476
,,,38216
,,,37957
,,,37928
,,,37379
,,,3691
,,,3655
,,,3615
,,,3676
,,,36112
,,,3612
,,,3672
,,,12795
,,,13163
,,,1339
,,,1331
,,,1365
,,,13519
,,,13286
,,,12343
,,,12581
,,,12248
,,,12463
,,,12887
,,,11
,,,1851
,,,11299
,,,1115
,,,124
,,,12694
,,,11496
,,,11396
,,,1168
,,,11924
,,,11786
,,,12145
,,,11597
,,,1466
,,,1386
,,,13654
,,,1448
,,,14276
,,,1473
,,,14556
,,,14992
,,,1483
,,,15151
,,,15294
,,,15544
,,,15661
,,,15421
,,,16152
,,,16298
,,,15819
,,,15989
,,,16436
,,,16583
,,,16862
,,,16976
,,,16726
,,,17263
,,,17118
,,,24597
,,,25125
,,,26348
,,,2867
,,,2573
,,,27834
,,,29545
,,,1927
,,,2295
,,,21343
,,,19763
,,,2872
,,,2284
,,,22333
,,,23346
,,,21816
,,,2411
,,,23723
,,,3397
,,,32182
,,,2737
,,,33122
,,,31287
,,,3519
,,,3412
,,,1875
,,,1791
,,,11115
,,,1138
,,,1125
,,,1146
,,,1148
,,,1172
,,,11391
,,,11656
,,,11588
,,,11778
,,,11824
,,,11527
,,,11864
,,,11975
,,,1274
,,,12314
,,,12226
,,,12159
,,,1242
,,,1418
,,,1668
,,,1543
,,,1963
,,,19453
,,,1989
,,,19238
,,,1967
,,,2218
,,,216
,,,2298
,,,1999
,,,2662
,,,243
,,,274
,,,2813
,,,256
,,,2882
,,,21184
,,,2129
,,,21438
,,,21323
,,,21548
,,,21877
,,,21719
,,,2221
,,,22136
,,,22287
,,,2244
,,,7937
,,,86155
,,,927
,,,9413
,,,98695
,,,92
,,,96351
,,,6578
,,,5928
,,,63648
,,,62129
,,,64922
,,,66269
,,,68932
,,,67645
,,,71853
,,,736
,,,7335
,,,76335
,,,77761
,,,74839
,,,84537
,,,82833
,,,8174
,,,8852
,,,331
,,,29743
,,,3622
,,,3682
,,,3625
,,,3299
,,,3671
,,,3611
,,,394
,,,29569
,,,3672
,,,28723
,,,2998
,,,28354
,,,28196
,,,28272
,,,28269
,,,2823
,,,28827
,,,2857
,,,29127
,,,2821
,,,29597
,,,29858
,,,2933
,,,49961
,,,48938
,,,47795
,,,51247
,,,5145
,,,5196
,,,5164
,,,52239
,,,52581
,,,52563
,,,525
,,,5333
,,,53553
,,,5498
,,,5549
,,,5287
,,,55457
,,,54531
,,,5632
,,,55967
,,,5787
,,,5738
,,,56712
,,,57936
,,,57627
,,,167
,,,1176
,,,154
,,,1217
,,,1282
,,,1322
,,,1241
,,,9745
,,,9875
,,,9844
,,,996
,,,9635
,,,9679
,,,9933
,,,15
,,,135
,,,1126
,,,9969
,,,9281
,,,9191
,,,9458
,,,937
,,,9575
,,,9514
,,,982
,,,18614
,,,18388
,,,1967
,,,18841
,,,19362
,,,1927
,,,1964
,,,19983
,,,19812
,,,2254
,,,19516
,,,2837
,,,2378
,,,2665
,,,2128
,,,2997
,,,21137
,,,2499
,,,2127
,,,2165
,,,21467
,,,21958
,,,22133
,,,2239
,,,21818
,,,27355
,,,28112
,,,28373
,,,28855
,,,28633
,,,29128
,,,2948
,,,23586
,,,2415
,,,23271
,,,22953
,,,23889
,,,24425
,,,2475
,,,25223
,,,24945
,,,25795
,,,2644
,,,26286
,,,25527
,,,2651
,,,2772
,,,26784
,,,27611
,,,27836
,,,49573
,,,48336
,,,5462
,,,594
,,,5142
,,,49391
,,,46728
,,,49957
,,,5212
,,,5511
,,,49852
,,,5792
,,,48972
,,,573
,,,4845
,,,4757
,,,4961
,,,49535
,,,4939
,,,47148
,,,47937
,,,5217
,,,46764
,,,47559
,,,49228
,,,16733
,,,16561
,,,1666
,,,1721
,,,16913
,,,16879
,,,16779
,,,17215
,,,17889
,,,1841
,,,18654
,,,17576
,,,1893
,,,1818
,,,16121
,,,15334
,,,16543
,,,15734
,,,16849
,,,16798
,,,16673
,,,1713
,,,1694
,,,16737
,,,17352
,,,5742
,,,54495
,,,55936
,,,5892
,,,68524
,,,7489
,,,66677
,,,67727
,,,6649
,,,649
,,,6125
,,,62483
,,,6499
,,,63713
,,,65319
,,,6673
,,,6577
,,,67116
,,,6955
,,,74763
,,,72757
,,,75665
,,,71621
,,,76567
,,,747
,,,83634
,,,84561
,,,82713
,,,7961
,,,8768
,,,78437
,,,81956
,,,79449
,,,8126
,,,78233
,,,78225
,,,78181
,,,78671
,,,78779
,,,767
,,,8159
,,,81396
,,,79463
,,,78135
,,,8169
,,,81596
,,,82227
,,,8764
,,,8192
,,,81294
,,,616
,,,72133
,,,6925
,,,58552
,,,49342
,,,63624
,,,6633
,,,29986
,,,31852
,,,33726
,,,3895
,,,32836
,,,36841
,,,35767
,,,38137
,,,34715
,,,4772
,,,3944
,,,4387
,,,45593
,,,42276
,,,5376
,,,51493
,,,4747
,,,5614
,,,117394
,,,121631
,,,124484
,,,12165
,,,122997
,,,12497
,,,12427
,,,132458
,,,12685
,,,133825
,,,13552
,,,135698
,,,137493
,,,136594
,,,115539
,,,118826
,,,112215
,,,11398
,,,123964
,,,12496
,,,128168
,,,12968
,,,125264
,,,131338
,,,1249
,,,1776
,,,15753
,,,1821
,,,18658
,,,1164
,,,12215
,,,1191
,,,12861
,,,13862
,,,12548
,,,13185
,,,13529
,,,14165
,,,14367
,,,14839
,,,1457
,,,15444
,,,15127
,,,1685
,,,16892
,,,17327
,,,16479
,,,19629
,,,19129
,,,2122
,,,18664
,,,18292
,,,1916
,,,18476
,,,18824
,,,1942
,,,1922
,,,19732
,,,28
,,,19877
,,,2517
,,,1957
,,,2715
,,,2898
,,,2257
,,,2299
,,,21135
,,,2163
,,,21812
,,,21368
,,,2237
,,,17873
,,,17616
,,,17362
,,,18126
,,,5292
,,,53864
,,,54822
,,,4813
,,,49381
,,,47544
,,,47224
,,,47619
,,,48396
,,,4812
,,,49868
,,,5971
,,,48822
,,,48424
,,,49111
,,,4792
,,,48967
,,,5294
,,,47392
,,,49331
,,,4958
,,,49832
,,,48735
,,,563
,,,469
,,,31119
,,,32498
,,,33421
,,,31777
,,,33346
,,,33741
,,,33574
,,,33848
,,,32316
,,,32796
,,,31716
,,,33973
,,,31981
,,,33325
,,,31332
,,,3117
,,,3847
,,,3138
,,,31141
,,,31554
,,,31914
,,,3745
,,,3258
,,,32185
,,,32829
,,,67611
,,,6994
,,,71
,,,69894
,,,68356
,,,7569
,,,72
,,,739
,,,7829
,,,7283
,,,7546
,,,743
,,,7812
,,,7364
,,,74982
,,,75495
,,,75992
,,,71591
,,,71219
,,,7279
,,,72651
,,,73951
,,,7282
,,,74594
,,,7329
,,,22147
,,,22998
,,,23266
,,,23611
,,,23972
,,,24661
,,,24327
,,,25279
,,,24982
,,,25567
,,,25846
,,,2697
,,,26395
,,,2671
,,,21481
,,,22444
,,,21824
,,,19428
,,,1937
,,,19824
,,,2531
,,,2224
,,,2856
,,,21182
,,,22722
,,,11456
,,,11292
,,,11781
,,,11619
,,,12136
,,,11895
,,,1216
,,,12237
,,,12616
,,,125
,,,12367
,,,13552
,,,1341
,,,13835
,,,13961
,,,1468
,,,14336
,,,1422
,,,12815
,,,1298
,,,13314
,,,12717
,,,13435
,,,13181
,,,13698
,,,165
,,,119
,,,1134
,,,1344
,,,123
,,,1245
,,,1526
,,,1727
,,,1439
,,,1965
,,,1122
,,,11589
,,,11794
,,,11386
,,,9738
,,,133
,,,9952
,,,1135
,,,1244
,,,114
,,,114
,,,9339
,,,9857
,,,9161
,,,9528
,,,4112
,,,4438
,,,4781
,,,4271
,,,4615
,,,5326
,,,4956
,,,5618
,,,5141
,,,5891
,,,5497
,,,7853
,,,7582
,,,7321
,,,8129
,,,65
,,,773
,,,873
,,,842
,,,6223
,,,6411
,,,6836
,,,5742
,,,661
,,,944
,,,23485
,,,23164
,,,24141
,,,23812
,,,24526
,,,24321
,,,24912
,,,2556
,,,24736
,,,25146
,,,25652
,,,25797
,,,25341
,,,25931
,,,26336
,,,2671
,,,26854
,,,2794
,,,27321
,,,26127
,,,27542
,,,26532
,,,27728
,,,28162
,,,27946
,,,17167
,,,1726
,,,17538
,,,1746
,,,15745
,,,1586
,,,1658
,,,16312
,,,16182
,,,1651
,,,15971
,,,16681
,,,16811
,,,16945
,,,16598
,,,1642
,,,1766
,,,17752
,,,17877
,,,183
,,,17657
,,,15298
,,,15125
,,,15469
,,,1564
,,,6263
,,,658
,,,5862
,,,6482
,,,9428
,,,929
,,,9654
,,,668
,,,7112
,,,7531
,,,6892
,,,7327
,,,791
,,,853
,,,7982
,,,8231
,,,7827
,,,8349
,,,8819
,,,8489
,,,8133
,,,8642
,,,95
,,,7747
,,,7651
,,,11678
,,,12156
,,,11917
,,,12559
,,,12391
,,,12917
,,,14149
,,,14537
,,,13966
,,,14717
,,,14342
,,,15593
,,,1582
,,,14881
,,,15117
,,,13257
,,,12737
,,,1378
,,,13568
,,,1342
,,,1379
,,,13845
,,,15352
,,,16332
,,,1673
,,,53
,,,5443
,,,5156
,,,52
,,,367
,,,3755
,,,3847
,,,4376
,,,2853
,,,3382
,,,348
,,,368
,,,3499
,,,3945
,,,415
,,,452
,,,4637
,,,4255
,,,4761
,,,454
,,,4891
,,,3264
,,,3155
,,,2947
,,,2765
,,,19337
,,,19722
,,,19916
,,,19535
,,,19956
,,,19842
,,,19863
,,,1983
,,,18977
,,,19885
,,,19375
,,,17975
,,,18577
,,,18249
,,,17824
,,,17834
,,,1799
,,,17842
,,,1867
,,,18589
,,,17885
,,,18789
,,,18348
,,,19273
,,,1931
,,,3572
,,,33716
,,,32882
,,,29817
,,,31324
,,,27263
,,,3266
,,,25797
,,,24627
,,,25338
,,,28579
,,,27921
,,,29253
,,,15891
,,,2544
,,,2659
,,,13933
,,,1886
,,,23386
,,,16927
,,,14811
,,,216
,,,22753
,,,23998
,,,1931
,,,12988
,,,13664
,,,1336
,,,13497
,,,13712
,,,13748
,,,13723
,,,1381
,,,13794
,,,13842
,,,13936
,,,1458
,,,14225
,,,14511
,,,14166
,,,1489
,,,1577
,,,1434
,,,15318
,,,15585
,,,15852
,,,13165
,,,1191
,,,1259
,,,12231
,,,1851
,,,1418
,,,12873
,,,16367
,,,15124
,,,11887
,,,19132
,,,11187
,,,17837
,,,1145
,,,1997
,,,19522
,,,19851
,,,11444
,,,1193
,,,111187
,,,112189
,,,19747
,,,113241
,,,114976
,,,11423
,,,11621
,,,116811
,,,11742
,,,115844
,,,14815
,,,16372
,,,15848
,,,1532
,,,1713
,,,16747
,,,17448
,,,1811
,,,17767
,,,1882
,,,17969
,,,17948
,,,184
,,,17939
,,,1889
,,,18446
,,,1912
,,,19836
,,,2219
,,,19473
,,,2968
,,,262
,,,21585
,,,21911
,,,21257
,,,25318
,,,248589
,,,25526
,,,25739
,,,26275
,,,259178
,,,257999
,,,243696
,,,243682
,,,2574
,,,243375
,,,243671
,,,245123
,,,246599
,,,23452
,,,236217
,,,235366
,,,238219
,,,233474
,,,235138
,,,232694
,,,242818
,,,24323
,,,2448
,,,243481
,,,2665
,,,2693
,,,2779
,,,27573
,,,2812
,,,28515
,,,2828
,,,27322
,,,2883
,,,2786
,,,2973
,,,24264
,,,23931
,,,24941
,,,2461
,,,2543
,,,25175
,,,2596
,,,25686
,,,26185
,,,26769
,,,26413
,,,2935
,,,29868
,,,29585
,,,81724
,,,7952
,,,86366
,,,83962
,,,113912
,,,18329
,,,11258
,,,88413
,,,956
,,,94484
,,,92689
,,,95979
,,,96263
,,,1371
,,,12189
,,,1455
,,,16592
,,,98563
,,,1571
,,,19951
,,,111133
,,,95955
,,,9689
,,,9641
,,,9621
,,,7648
,,,7666
,,,7697
,,,7645
,,,768
,,,775
,,,7568
,,,7661
,,,7641
,,,7471
,,,7186
,,,7117
,,,7327
,,,6992
,,,6972
,,,6985
,,,6982
,,,77
,,,711
,,,719
,,,6977
,,,7296
,,,7362
,,,7525
,,,7443
,,,38445
,,,37855
,,,3886
,,,3899
,,,3938
,,,39852
,,,38547
,,,38272
,,,38819
,,,38964
,,,38648
,,,38823
,,,38734
,,,38846
,,,39461
,,,39933
,,,38697
,,,38853
,,,38654
,,,48
,,,3877
,,,3886
,,,3882
,,,38779
,,,39861
,,,1361
,,,13178
,,,1336
,,,112715
,,,111477
,,,11277
,,,19438
,,,11159
,,,16214
,,,14434
,,,17861
,,,13294
,,,13419
,,,13491
,,,13635
,,,14364
,,,13887
,,,12935
,,,13356
,,,1385
,,,1259
,,,12793
,,,12675
,,,1399
,,,132
,,,131
,,,147
,,,139
,,,162
,,,156
,,,167
,,,173
,,,185
,,,199
,,,26
,,,192
,,,179
,,,221
,,,213
,,,229
,,,238
,,,247
,,,266
,,,256
,,,332
,,,38
,,,286
,,,276
,,,297
,,,32
,,,14493
,,,15325
,,,2985
,,,21748
,,,19494
,,,22528
,,,13111
,,,127
,,,11613
,,,13561
,,,1494
,,,1421
,,,15814
,,,16335
,,,1136
,,,12315
,,,11948
,,,16898
,,,17473
,,,1885
,,,18771
,,,23352
,,,2254
,,,24225
,,,2516
,,,9544
,,,9243
,,,126
,,,9864
,,,1522
,,,1839
,,,11522
,,,11181
,,,11839
,,,1266
,,,12291
,,,12854
,,,12566
,,,13478
,,,14587
,,,13161
,,,1381
,,,14191
,,,16727
,,,15846
,,,1721
,,,17691
,,,15
,,,16274
,,,15415
,,,15155
,,,146173
,,,151254
,,,153795
,,,15296
,,,154414
,,,152469
,,,154745
,,,154361
,,,15573
,,,145424
,,,145285
,,,145924
,,,145885
,,,145888
,,,146588
,,,149155
,,,147333
,,,14656
,,,14858
,,,146887
,,,14181
,,,145329
,,,139851
,,,143412
,,,12655
,,,12512
,,,12942
,,,12799
,,,13135
,,,1334
,,,13621
,,,13234
,,,13313
,,,1353
,,,1342
,,,13775
,,,13699
,,,13845
,,,1498
,,,14221
,,,1469
,,,14433
,,,14776
,,,13969
,,,14331
,,,14935
,,,15241
,,,1549
,,,1575
,,,19787
,,,2164
,,,19666
,,,259
,,,19922
,,,239
,,,2822
,,,21792
,,,22191
,,,22439
,,,22682
,,,22898
,,,18969
,,,19439
,,,1924
