LOCATION,Type of Meat,TIME,Value
SAU,SHEEP,2009,132.9174194
SAU,SHEEP,2010,155
SAU,SHEEP,2011,173
SAU,SHEEP,2012,185.7611542
SAU,SHEEP,2013,187.528244
SAU,SHEEP,2014,196.0168457
SAU,SHEEP,2015,195.1408081
SAU,SHEEP,2016,193.17276
SAU,SHEEP,2017,196.4007634
SAU,SHEEP,2018,199.5904198
SAU,PIG,1990,0.00009
SAU,PIG,1991,0.00009
SAU,PIG,1992,0.00009
SAU,PIG,1993,0.00009
SAU,PIG,1994,0.00009
SAU,PIG,1995,0.00009
SAU,PIG,1996,0.00009
SAU,PIG,1997,0.00009
SAU,PIG,1998,0.00009
SAU,PIG,1999,0.00009
SAU,PIG,2000,2
SAU,PIG,2001,3
SAU,PIG,2002,3
SAU,PIG,2003,3
SAU,PIG,2004,3
SAU,PIG,2005,5
SAU,PIG,2006,4
SAU,PIG,2007,5
SAU,PIG,2008,0.00009
SAU,PIG,2009,0.00009
SAU,PIG,2010,6
SAU,PIG,2011,9
SAU,PIG,2012,9
SAU,PIG,2013,9
SAU,PIG,2014,10
SAU,PIG,2015,10
SAU,PIG,2016,10
SAU,PIG,2017,10
SAU,PIG,2018,10
SDN,SHEEP,1990,105
SDN,SHEEP,1991,129
SDN,SHEEP,1992,152
SDN,SHEEP,1993,174
SDN,SHEEP,1994,202
SDN,SHEEP,1995,232
SDN,SHEEP,1996,230
SDN,SHEEP,1997,246.9999847
SDN,SHEEP,1998,255
SDN,SHEEP,1999,250.0000153
SDN,SHEEP,2000,254.9999847
SDN,SHEEP,2001,267
SDN,SHEEP,2002,262
SDN,SHEEP,2003,273
SDN,SHEEP,2004,278
SDN,SHEEP,2005,329
SDN,SHEEP,2006,445
SDN,SHEEP,2007,452
SDN,SHEEP,2008,479
SDN,SHEEP,2009,462
SDN,SHEEP,2010,472
SDN,SHEEP,2011,476
SDN,SHEEP,2012,476
SDN,SHEEP,2013,476
SDN,SHEEP,2014,475.9999695
SDN,SHEEP,2015,476.9999695
SDN,SHEEP,2016,475.0000305
SDN,SHEEP,2017,480.7649395
SDN,SHEEP,2018,488.1153112
SDN,PIG,1990,0.00009
SDN,PIG,1991,0.00009
SDN,PIG,1992,0.00009
SDN,PIG,1993,0.00009
SDN,PIG,1994,0.00009
SDN,PIG,1995,0.00009
SDN,PIG,1996,0.00009
SDN,PIG,1997,0.00009
SDN,PIG,1998,0.00009
SDN,PIG,1999,0.00009
SDN,PIG,2000,0.00009
SDN,PIG,2001,0.00009
SDN,PIG,2002,0.00009
SDN,PIG,2003,0.00009
SDN,PIG,2004,0.00009
SDN,PIG,2005,0.00009
SDN,PIG,2006,0.00009
SDN,PIG,2007,0.00009
SDN,PIG,2008,0.00009
SDN,PIG,2009,0.00009
SDN,PIG,2010,0.00009
SDN,PIG,2011,0.00009
SDN,PIG,2012,0.00009
SDN,PIG,2013,0.00009
SDN,PIG,2014,0.00009
SDN,PIG,2015,0.00009
SDN,PIG,2016,0.00009
SDN,PIG,2017,0.0009
SDN,PIG,2018,0.0009
SDN,BEEF,1990,218
SDN,BEEF,1991,231
SDN,BEEF,1992,226
SDN,BEEF,1993,214
SDN,BEEF,1994,211
SDN,BEEF,1995,224
SDN,BEEF,1996,224
SDN,BEEF,1997,246
SDN,BEEF,1998,259
SDN,BEEF,1999,273
SDN,BEEF,2000,294
SDN,BEEF,2001,318
SDN,BEEF,2002,325
SDN,BEEF,2003,340
SDN,BEEF,2004,339
SDN,BEEF,2005,349
SDN,BEEF,2006,350
SDN,BEEF,2007,340
SDN,BEEF,2008,340
SDN,BEEF,2009,342
SDN,BEEF,2010,344
SDN,BEEF,2011,346
SDN,BEEF,2012,359
SDN,BEEF,2013,359
SDN,BEEF,2014,359
SDN,BEEF,2015,360
SDN,BEEF,2016,360
SDN,BEEF,2017,359.8473876
SDN,BEEF,2018,351.2103084
SDN,POULTRY,1990,22
SDN,POULTRY,1991,22
SDN,POULTRY,1992,23
SDN,POULTRY,1993,24
SDN,POULTRY,1994,24
SDN,POULTRY,1995,25
SDN,POULTRY,1996,27
SDN,POULTRY,1997,25
SDN,POULTRY,1998,25
SDN,POULTRY,1999,26
SDN,POULTRY,2000,26
SDN,POULTRY,2001,27
SDN,POULTRY,2002,27
SDN,POULTRY,2003,29
SDN,POULTRY,2004,37
SDN,POULTRY,2005,30
SDN,POULTRY,2006,25
SDN,POULTRY,2007,27
SDN,POULTRY,2008,28
SDN,POULTRY,2009,29
SDN,POULTRY,2010,40
SDN,POULTRY,2011,44
SDN,POULTRY,2012,49
SDN,POULTRY,2013,49
SDN,POULTRY,2014,48
SDN,POULTRY,2015,51
SDN,POULTRY,2016,51
SDN,POULTRY,2017,54.07772093
SDN,POULTRY,2018,56.28243841
SSA,POULTRY,1990,731
SSA,POULTRY,1991,732
SSA,POULTRY,1992,770.999999
SSA,POULTRY,1993,775
SSA,POULTRY,1994,780
SSA,POULTRY,1995,812
SSA,POULTRY,1996,823
SSA,POULTRY,1997,887
SSA,POULTRY,1998,922
SSA,POULTRY,1999,954
SSA,POULTRY,2000,1057
SSA,POULTRY,2001,1164
SSA,POULTRY,2002,1267
SSA,POULTRY,2003,1338
SSA,POULTRY,2004,1414
SSA,POULTRY,2005,1449
SSA,POULTRY,2006,1478
SSA,POULTRY,2007,1652
SSA,POULTRY,2008,1798
SSA,POULTRY,2009,1876
SSA,POULTRY,2010,2111
SSA,POULTRY,2011,2227
SSA,POULTRY,2012,2373
SSA,POULTRY,2013,2435
SSA,POULTRY,2014,2548
SSA,POULTRY,2015,2422
SSA,POULTRY,2016,2363
SSA,POULTRY,2017,2423.649077
SSA,POULTRY,2018,2477.491843
SSA,SHEEP,1990,901.9999981
SSA,SHEEP,1991,927
SSA,SHEEP,1992,929.9999962
SSA,SHEEP,1993,974.9999981
SSA,SHEEP,1994,1043
SSA,SHEEP,1995,1099.999996
SSA,SHEEP,1996,1136
SSA,SHEEP,1997,1211.999981
SSA,SHEEP,1998,1272.000006
SSA,SHEEP,1999,1308.000015
SSA,SHEEP,2000,1354.999975
SSA,SHEEP,2001,1431
SSA,SHEEP,2002,1464
SSA,SHEEP,2003,1507
SSA,SHEEP,2004,1555.999994
SSA,SHEEP,2005,1636.999998
SSA,SHEEP,2006,1860
SSA,SHEEP,2007,1915
SSA,SHEEP,2008,1983
SSA,SHEEP,2009,2012
SSA,SHEEP,2010,2052.000002
SSA,SHEEP,2011,1846.999998
SSA,SHEEP,2012,1988
SSA,SHEEP,2013,2133
SSA,SHEEP,2014,2170.999969
SSA,SHEEP,2015,2193.999977
SSA,SHEEP,2016,2178.000038
SSA,SHEEP,2017,2223.067489
SSA,SHEEP,2018,2287.51402
SSA,BEEF,1990,2333
SSA,BEEF,1991,2407.000008
SSA,BEEF,1992,2441.000008
SSA,BEEF,1993,2407
SSA,BEEF,1994,2376
SSA,BEEF,1995,2410.000019
SSA,BEEF,1996,2506.999996
SSA,BEEF,1997,2581.999996
SSA,BEEF,1998,2652.000004
SSA,BEEF,1999,2774
SSA,BEEF,2000,2870.999996
SSA,BEEF,2001,2966.000004
SSA,BEEF,2002,3211.222221
SSA,BEEF,2003,3217
SSA,BEEF,2004,3262
SSA,BEEF,2005,3467
SSA,BEEF,2006,3546.999996
SSA,BEEF,2007,3722.999996
SSA,BEEF,2008,3850.999992
SSA,BEEF,2009,3872.999992
SSA,BEEF,2010,3835.000004
SSA,BEEF,2011,3973.999992
SSA,BEEF,2012,4000.999989
SSA,BEEF,2013,4167.999996
SSA,BEEF,2014,4251
SSA,BEEF,2015,4236
SSA,BEEF,2016,4214
SSA,BEEF,2017,4327.354441
SSA,BEEF,2018,4383.253466
SSA,PIG,1990,472.00018
SSA,PIG,1991,473.00018
SSA,PIG,1992,487.00018
SSA,PIG,1993,493.00018
SSA,PIG,1994,503.00018
SSA,PIG,1995,538.00018
SSA,PIG,1996,554.00018
SSA,PIG,1997,575.00018
SSA,PIG,1998,578.00018
SSA,PIG,1999,580.00018
SSA,PIG,2000,707.00018
SSA,PIG,2001,748.00018
SSA,PIG,2002,760.00018
SSA,PIG,2003,759.00018
SSA,PIG,2004,800.00018
SSA,PIG,2005,866.00018
SSA,PIG,2006,895.000179
SSA,PIG,2007,956.0001799
SSA,PIG,2008,995.00018
SSA,PIG,2009,1049.00018
SSA,PIG,2010,1081.00018
SSA,PIG,2011,1181.00018
SSA,PIG,2012,1274.00018
SSA,PIG,2013,1350.00018
SSA,PIG,2014,1386.00018
SSA,PIG,2015,1368.000179
SSA,PIG,2016,1357.000179
SSA,PIG,2017,1385.976178
SSA,PIG,2018,1409.707017
THA,PIG,1990,336
THA,PIG,1991,400
THA,PIG,1992,432
THA,PIG,1993,458
THA,PIG,1994,488
THA,PIG,1995,486
THA,PIG,1996,509
THA,PIG,1997,530
THA,PIG,1998,464
THA,PIG,1999,450
THA,PIG,2000,685
THA,PIG,2001,688
THA,PIG,2002,771
THA,PIG,2003,853
THA,PIG,2004,863
THA,PIG,2005,883
THA,PIG,2006,975
THA,PIG,2007,990
THA,PIG,2008,880
THA,PIG,2009,855
THA,PIG,2010,879
THA,PIG,2011,860
THA,PIG,2012,924.000061
THA,PIG,2013,941
THA,PIG,2014,955
THA,PIG,2015,958
THA,PIG,2016,961.000061
THA,PIG,2017,963.1954023
THA,PIG,2018,970.9466903
THA,SHEEP,1990,1
THA,SHEEP,1991,1
THA,SHEEP,1992,2
THA,SHEEP,1993,1
THA,SHEEP,1994,1
THA,SHEEP,1995,1
THA,SHEEP,1996,1
THA,SHEEP,1997,1
THA,SHEEP,1998,1
THA,SHEEP,1999,1
THA,SHEEP,2000,1
THA,SHEEP,2001,1
THA,SHEEP,2002,1
THA,SHEEP,2003,1
THA,SHEEP,2004,2
THA,SHEEP,2005,3
THA,SHEEP,2006,2
THA,SHEEP,2007,3
THA,SHEEP,2008,3
THA,SHEEP,2009,3
THA,SHEEP,2010,3
THA,SHEEP,2011,3
THA,SHEEP,2012,3
THA,SHEEP,2013,3
THA,SHEEP,2014,3
THA,SHEEP,2015,3
THA,SHEEP,2016,4
THA,SHEEP,2017,4.01829912
THA,SHEEP,2018,4.069988191
THA,POULTRY,1990,524
THA,POULTRY,1991,700
THA,POULTRY,1992,850.000061
THA,POULTRY,1993,878
THA,POULTRY,1994,814
THA,POULTRY,1995,812
THA,POULTRY,1996,857
THA,POULTRY,1997,841
THA,POULTRY,1998,900
THA,POULTRY,1999,797.999939
THA,POULTRY,2000,792.000061
THA,POULTRY,2001,847.000061
THA,POULTRY,2002,825
THA,POULTRY,2003,686
THA,POULTRY,2004,599
THA,POULTRY,2005,703
THA,POULTRY,2006,677.000061
THA,POULTRY,2007,760
THA,POULTRY,2008,630
THA,POULTRY,2009,636.000061
THA,POULTRY,2010,634.000061
THA,POULTRY,2011,621.000061
THA,POULTRY,2012,561
THA,POULTRY,2013,781.000061
THA,POULTRY,2014,796.000061
THA,POULTRY,2015,796
THA,POULTRY,2016,768
THA,POULTRY,2017,777.6897487
THA,POULTRY,2018,779.2121854
THA,BEEF,1990,317
THA,BEEF,1991,319
THA,BEEF,1992,317
THA,BEEF,1993,338
THA,BEEF,1994,274
THA,BEEF,1995,359
THA,BEEF,1996,324
THA,BEEF,1997,284
THA,BEEF,1998,253
THA,BEEF,1999,228
THA,BEEF,2000,221
THA,BEEF,2001,231
THA,BEEF,2002,240
THA,BEEF,2003,247
THA,BEEF,2004,264
THA,BEEF,2005,309
THA,BEEF,2006,290
THA,BEEF,2007,184
THA,BEEF,2008,204
THA,BEEF,2009,204.9999847
THA,BEEF,2010,211
THA,BEEF,2011,189
THA,BEEF,2012,192
THA,BEEF,2013,179
THA,BEEF,2014,171
THA,BEEF,2015,166.9999847
THA,BEEF,2016,173
THA,BEEF,2017,173.7177343
THA,BEEF,2018,174.4980452
TUR,POULTRY,1990,414
TUR,POULTRY,1991,415
TUR,POULTRY,1992,441
TUR,POULTRY,1993,459
TUR,POULTRY,1994,477
TUR,POULTRY,1995,501
TUR,POULTRY,1996,426
TUR,POULTRY,1997,475
TUR,POULTRY,1998,498
TUR,POULTRY,1999,605
TUR,POULTRY,2000,658
TUR,POULTRY,2001,609
TUR,POULTRY,2002,691
TUR,POULTRY,2003,861
TUR,POULTRY,2004,865
TUR,POULTRY,2005,906
TUR,POULTRY,2006,892
TUR,POULTRY,2007,1030
TUR,POULTRY,2008,1022.000061
TUR,POULTRY,2009,1193
TUR,POULTRY,2010,1315
TUR,POULTRY,2011,1385
TUR,POULTRY,2012,1426
TUR,POULTRY,2013,1398
TUR,POULTRY,2014,1492
TUR,POULTRY,2015,1568
TUR,POULTRY,2016,1608
TUR,POULTRY,2017,1632.515142
TUR,POULTRY,2018,1639.921433
TUR,BEEF,1990,382
TUR,BEEF,1991,373
TUR,BEEF,1992,338
TUR,BEEF,1993,334
TUR,BEEF,1994,311
TUR,BEEF,1995,310
TUR,BEEF,1996,323
TUR,BEEF,1997,385
TUR,BEEF,1998,364
TUR,BEEF,1999,355
TUR,BEEF,2000,359
TUR,BEEF,2001,332
TUR,BEEF,2002,329
TUR,BEEF,2003,301
TUR,BEEF,2004,376
TUR,BEEF,2005,327
TUR,BEEF,2006,346
TUR,BEEF,2007,432
TUR,BEEF,2008,375
TUR,BEEF,2009,322
TUR,BEEF,2010,626
TUR,BEEF,2011,628
TUR,BEEF,2012,784
TUR,BEEF,2013,848
TUR,BEEF,2014,899
TUR,BEEF,2015,951
TUR,BEEF,2016,945
TUR,BEEF,2017,958.5377657
TUR,BEEF,2018,969.88307
TUR,PIG,1990,7
TUR,PIG,1991,2
TUR,PIG,1992,2
TUR,PIG,1993,2
TUR,PIG,1994,2
TUR,PIG,1995,6
TUR,PIG,1996,1
TUR,PIG,1997,1
TUR,PIG,1998,4
TUR,PIG,1999,4
TUR,PIG,2000,3
TUR,PIG,2001,1
TUR,PIG,2002,1
TUR,PIG,2003,4
TUR,PIG,2004,5
TUR,PIG,2005,2
TUR,PIG,2006,1
TUR,PIG,2007,0.00009
TUR,PIG,2008,0.00009
TUR,PIG,2009,0.00009
TUR,PIG,2010,0.00009
TUR,PIG,2011,0.00009
TUR,PIG,2012,1
TUR,PIG,2013,1
TUR,PIG,2014,3
TUR,PIG,2015,8
TUR,PIG,2016,9
TUR,PIG,2017,9
TUR,PIG,2018,9
TUR,SHEEP,1990,363
TUR,SHEEP,1991,363
TUR,SHEEP,1992,360
TUR,SHEEP,1993,359
TUR,SHEEP,1994,325
TUR,SHEEP,1995,408
TUR,SHEEP,1996,365
TUR,SHEEP,1997,376
TUR,SHEEP,1998,372
TUR,SHEEP,1999,367
TUR,SHEEP,2000,373
TUR,SHEEP,2001,350
TUR,SHEEP,2002,332
TUR,SHEEP,2003,312
TUR,SHEEP,2004,318
TUR,SHEEP,2005,315
TUR,SHEEP,2006,315
TUR,SHEEP,2007,323
TUR,SHEEP,2008,321
TUR,SHEEP,2009,300
TUR,SHEEP,2010,275
TUR,SHEEP,2011,296
TUR,SHEEP,2012,322
TUR,SHEEP,2013,352
TUR,SHEEP,2014,361
TUR,SHEEP,2015,367
TUR,SHEEP,2016,369
TUR,SHEEP,2017,373.9153576
TUR,SHEEP,2018,377.6737565
TZA,BEEF,1990,191
TZA,BEEF,1991,200
TZA,BEEF,1992,205
TZA,BEEF,1993,210
TZA,BEEF,1994,213
TZA,BEEF,1995,246
TZA,BEEF,1996,194
TZA,BEEF,1997,193
TZA,BEEF,1998,198
TZA,BEEF,1999,215
TZA,BEEF,2000,225
TZA,BEEF,2001,230
TZA,BEEF,2002,246
TZA,BEEF,2003,270
TZA,BEEF,2004,266
TZA,BEEF,2005,271
TZA,BEEF,2006,282
TZA,BEEF,2007,282
TZA,BEEF,2008,286
TZA,BEEF,2009,291
TZA,BEEF,2010,247
TZA,BEEF,2011,264
TZA,BEEF,2012,291
TZA,BEEF,2013,301
TZA,BEEF,2014,306
TZA,BEEF,2015,313
TZA,BEEF,2016,315
TZA,BEEF,2017,329.089182
TZA,BEEF,2018,343.5741273
TZA,PIG,1990,9
TZA,PIG,1991,9
TZA,PIG,1992,9
TZA,PIG,1993,9
TZA,PIG,1994,9
TZA,PIG,1995,10
TZA,PIG,1996,10
TZA,PIG,1997,11
TZA,PIG,1998,11
TZA,PIG,1999,12
TZA,PIG,2000,13
TZA,PIG,2001,13
TZA,PIG,2002,13
TZA,PIG,2003,13
TZA,PIG,2004,15
TZA,PIG,2005,15
TZA,PIG,2006,14
TZA,PIG,2007,14
TZA,PIG,2008,15
TZA,PIG,2009,16
TZA,PIG,2010,16
TZA,PIG,2011,16
TZA,PIG,2012,16
TZA,PIG,2013,15
TZA,PIG,2014,16
TZA,PIG,2015,17
TZA,PIG,2016,17
TZA,PIG,2017,17.22584647
TZA,PIG,2018,17.38200923
TZA,SHEEP,1990,31
TZA,SHEEP,1991,32
TZA,SHEEP,1992,33
TZA,SHEEP,1993,34
TZA,SHEEP,1994,35
TZA,SHEEP,1995,37
TZA,SHEEP,1996,37
TZA,SHEEP,1997,38
TZA,SHEEP,1998,38
TZA,SHEEP,1999,39
TZA,SHEEP,2000,40
TZA,SHEEP,2001,41
TZA,SHEEP,2002,41
TZA,SHEEP,2003,43
TZA,SHEEP,2004,42
TZA,SHEEP,2005,42
TZA,SHEEP,2006,44
TZA,SHEEP,2007,44
TZA,SHEEP,2008,44
TZA,SHEEP,2009,44
TZA,SHEEP,2010,45
TZA,SHEEP,2011,56
TZA,SHEEP,2012,60
TZA,SHEEP,2013,63
TZA,SHEEP,2014,64
TZA,SHEEP,2015,65
TZA,SHEEP,2016,66
TZA,SHEEP,2017,68.91873856
TZA,SHEEP,2018,72.96483435
TZA,POULTRY,1990,25
TZA,POULTRY,1991,29
TZA,POULTRY,1992,30
TZA,POULTRY,1993,35
TZA,POULTRY,1994,31
TZA,POULTRY,1995,35
TZA,POULTRY,1996,33
TZA,POULTRY,1997,36
TZA,POULTRY,1998,39
TZA,POULTRY,1999,41
TZA,POULTRY,2000,43
TZA,POULTRY,2001,44
TZA,POULTRY,2002,45
TZA,POULTRY,2003,50
TZA,POULTRY,2004,55
TZA,POULTRY,2005,55
TZA,POULTRY,2006,71
TZA,POULTRY,2007,79
TZA,POULTRY,2008,79
TZA,POULTRY,2009,79
TZA,POULTRY,2010,82
TZA,POULTRY,2011,96
TZA,POULTRY,2012,86
TZA,POULTRY,2013,89
TZA,POULTRY,2014,90
TZA,POULTRY,2015,91
TZA,POULTRY,2016,92
TZA,POULTRY,2017,94.92503564
TZA,POULTRY,2018,98.31600392
UKR,BEEF,1990,1985
UKR,BEEF,1991,1878
UKR,BEEF,1992,1522
UKR,BEEF,1993,1286
UKR,BEEF,1994,1159
UKR,BEEF,1995,981
UKR,BEEF,1996,797
UKR,BEEF,1997,783
UKR,BEEF,1998,681
UKR,BEEF,1999,648
UKR,BEEF,2000,629
UKR,BEEF,2001,532
UKR,BEEF,2002,584
UKR,BEEF,2003,577
UKR,BEEF,2004,539
UKR,BEEF,2005,553
UKR,BEEF,2006,590
UKR,BEEF,2007,530
UKR,BEEF,2008,501
UKR,BEEF,2009,448
UKR,BEEF,2010,420
UKR,BEEF,2011,398
UKR,BEEF,2012,386
UKR,BEEF,2013,419
UKR,BEEF,2014,413
UKR,BEEF,2015,355
UKR,BEEF,2016,347
UKR,BEEF,2017,368.2085857
UKR,BEEF,2018,358.6657448
UKR,SHEEP,1990,46
UKR,SHEEP,1991,40
UKR,SHEEP,1992,35
UKR,SHEEP,1993,30
UKR,SHEEP,1994,43
UKR,SHEEP,1995,39
UKR,SHEEP,1996,31.00000191
UKR,SHEEP,1997,23
UKR,SHEEP,1998,21
UKR,SHEEP,1999,19
UKR,SHEEP,2000,17
UKR,SHEEP,2001,15
UKR,SHEEP,2002,17
UKR,SHEEP,2003,17
UKR,SHEEP,2004,17
UKR,SHEEP,2005,16
UKR,SHEEP,2006,15
UKR,SHEEP,2007,15
UKR,SHEEP,2008,17
UKR,SHEEP,2009,18
UKR,SHEEP,2010,21
UKR,SHEEP,2011,20
UKR,SHEEP,2012,20
UKR,SHEEP,2013,19
UKR,SHEEP,2014,19
UKR,SHEEP,2015,19
UKR,SHEEP,2016,19
UKR,SHEEP,2017,19.32006013
UKR,SHEEP,2018,19.64182031
UKR,POULTRY,1990,708
UKR,POULTRY,1991,654
UKR,POULTRY,1992,499
UKR,POULTRY,1993,364
UKR,POULTRY,1994,265
UKR,POULTRY,1995,235
UKR,POULTRY,1996,309
UKR,POULTRY,1997,242
UKR,POULTRY,1998,252
UKR,POULTRY,1999,292
UKR,POULTRY,2000,218
UKR,POULTRY,2001,307
UKR,POULTRY,2002,369
UKR,POULTRY,2003,419
UKR,POULTRY,2004,660
UKR,POULTRY,2005,642
UKR,POULTRY,2006,746
UKR,POULTRY,2007,832
UKR,POULTRY,2008,1052
UKR,POULTRY,2009,1073
UKR,POULTRY,2010,1079
UKR,POULTRY,2011,1011
UKR,POULTRY,2012,1114
UKR,POULTRY,2013,1100
UKR,POULTRY,2014,1132
UKR,POULTRY,2015,1143
UKR,POULTRY,2016,1127
UKR,POULTRY,2017,1169.829946
UKR,POULTRY,2018,1188.058091
UKR,PIG,1990,1576
UKR,PIG,1991,1421
UKR,PIG,1992,1168
UKR,PIG,1993,1008
UKR,PIG,1994,860
UKR,PIG,1995,805
UKR,PIG,1996,787
UKR,PIG,1997,701
UKR,PIG,1998,677
UKR,PIG,1999,638
UKR,PIG,2000,689
UKR,PIG,2001,592
UKR,PIG,2002,602
UKR,PIG,2003,662
UKR,PIG,2004,599
UKR,PIG,2005,544
UKR,PIG,2006,585
UKR,PIG,2007,710
UKR,PIG,2008,800
UKR,PIG,2009,687
UKR,PIG,2010,766
UKR,PIG,2011,802
UKR,PIG,2012,935
UKR,PIG,2013,935
UKR,PIG,2014,794
UKR,PIG,2015,707
UKR,PIG,2016,710
UKR,PIG,2017,700.9996931
UKR,PIG,2018,709.9793177
URY,SHEEP,1990,37
URY,SHEEP,1991,50
URY,SHEEP,1992,54.00000381
URY,SHEEP,1993,53
URY,SHEEP,1994,52
URY,SHEEP,1995,44
URY,SHEEP,1996,50
URY,SHEEP,1997,44
URY,SHEEP,1998,39
URY,SHEEP,1999,39
URY,SHEEP,2000,34
URY,SHEEP,2001,42
URY,SHEEP,2002,25
URY,SHEEP,2003,21
URY,SHEEP,2004,19
URY,SHEEP,2005,22
URY,SHEEP,2006,13
URY,SHEEP,2007,11.00000191
URY,SHEEP,2008,11
URY,SHEEP,2009,8
URY,SHEEP,2010,17
URY,SHEEP,2011,19
URY,SHEEP,2012,18
URY,SHEEP,2013,13
URY,SHEEP,2014,17.00000191
URY,SHEEP,2015,24.99999809
URY,SHEEP,2016,25.99999809
URY,SHEEP,2017,25.8903044
URY,SHEEP,2018,26.15616631
URY,PIG,1990,22
URY,PIG,1991,22
URY,PIG,1992,23
URY,PIG,1993,25
URY,PIG,1994,26
URY,PIG,1995,25
URY,PIG,1996,25
URY,PIG,1997,27
URY,PIG,1998,31
URY,PIG,1999,35
URY,PIG,2000,33
URY,PIG,2001,33
URY,PIG,2002,27
URY,PIG,2003,27
URY,PIG,2004,28
URY,PIG,2005,28
URY,PIG,2006,28
URY,PIG,2007,34
URY,PIG,2008,34
URY,PIG,2009,32
URY,PIG,2010,36
URY,PIG,2011,44
URY,PIG,2012,50
URY,PIG,2013,57
URY,PIG,2014,57
URY,PIG,2015,61
URY,PIG,2016,66
URY,PIG,2017,66.12875616
URY,PIG,2018,66.07607294
URY,POULTRY,1990,24
URY,POULTRY,1991,27
URY,POULTRY,1992,28
URY,POULTRY,1993,35
URY,POULTRY,1994,35
URY,POULTRY,1995,38
URY,POULTRY,1996,40
URY,POULTRY,1997,41
URY,POULTRY,1998,52
URY,POULTRY,1999,58
URY,POULTRY,2000,58
URY,POULTRY,2001,55
URY,POULTRY,2002,46
URY,POULTRY,2003,31
URY,POULTRY,2004,43
URY,POULTRY,2005,53
URY,POULTRY,2006,60
URY,POULTRY,2007,50
URY,POULTRY,2008,71
URY,POULTRY,2009,68
URY,POULTRY,2010,63
URY,POULTRY,2011,75
URY,POULTRY,2012,71
URY,POULTRY,2013,36
URY,POULTRY,2014,45
URY,POULTRY,2015,62
URY,POULTRY,2016,64
URY,POULTRY,2017,64.16173249
URY,POULTRY,2018,64.52632761
URY,BEEF,1990,143.0000153
URY,BEEF,1991,246
URY,BEEF,1992,251.9999847
URY,BEEF,1993,203
URY,BEEF,1994,292
URY,BEEF,1995,222
URY,BEEF,1996,235.0000153
URY,BEEF,1997,232
URY,BEEF,1998,232
URY,BEEF,1999,241
URY,BEEF,2000,259
URY,BEEF,2001,176.0000153
URY,BEEF,2002,210
URY,BEEF,2003,168
URY,BEEF,2004,174
URY,BEEF,2005,217
URY,BEEF,2006,182.9999695
URY,BEEF,2007,178
URY,BEEF,2008,199
URY,BEEF,2009,146
URY,BEEF,2010,210
URY,BEEF,2011,192
URY,BEEF,2012,176
URY,BEEF,2013,180
URY,BEEF,2014,223
URY,BEEF,2015,217.0000305
URY,BEEF,2016,212
URY,BEEF,2017,213.295393
URY,BEEF,2018,213.8247649
USA,BEEF,1990,11047.42471
USA,BEEF,1991,11076.04769
USA,BEEF,1992,11145.84596
USA,BEEF,1993,11018.63269
USA,BEEF,1994,11527.6102
USA,BEEF,1995,11726.28389
USA,BEEF,1996,11902.73154
USA,BEEF,1997,11792.61232
USA,BEEF,1998,12112.11756
USA,BEEF,1999,12400.69141
USA,BEEF,2000,12581.36195
USA,BEEF,2001,12439.74723
USA,BEEF,2002,12831.91272
USA,BEEF,2003,12427.31945
USA,BEEF,2004,12772.99584
USA,BEEF,2005,12774.8236
USA,BEEF,2006,12952.04793
USA,BEEF,2007,12953.85087
USA,BEEF,2008,12557.89879
USA,BEEF,2009,12376.98857
USA,BEEF,2010,12201.09784
USA,BEEF,2011,11804.89242
USA,BEEF,2012,11814.63095
USA,BEEF,2013,11673.92664
USA,BEEF,2014,11325.66145
USA,BEEF,2015,11405.23073
USA,BEEF,2016,11863.88081
USA,BEEF,2017,12043.75956
USA,BEEF,2018,12345.52455
USA,SHEEP,1990,180.076385
USA,SHEEP,1991,180.076385
USA,SHEEP,1992,175.9940489
USA,SHEEP,1993,172.8188985
USA,SHEEP,1994,156.4895538
USA,SHEEP,1995,157.8503325
USA,SHEEP,1996,151.5000318
USA,SHEEP,1997,151.0464388
USA,SHEEP,1998,163.2934474
USA,SHEEP,1999,162.3862616
USA,SHEEP,2000,160.5718899
USA,SHEEP,2001,166.9221907
USA,SHEEP,2002,172.8188985
USA,SHEEP,2003,166.4685978
USA,SHEEP,2004,161.9326687
USA,SHEEP,2005,159.2111112
USA,SHEEP,2006,159.2111112
USA,SHEEP,2007,172.3653056
USA,SHEEP,2008,152.8608105
USA,SHEEP,2009,150.5928459
USA,SHEEP,2010,142.4281736
USA,SHEEP,2011,133.003521
USA,SHEEP,2012,135.7754776
USA,SHEEP,2013,138.2320672
USA,SHEEP,2014,148.2111112
USA,SHEEP,2015,152.607819
USA,SHEEP,2016,153.0614119
USA,SHEEP,2017,140.4703546
USA,SHEEP,2018,140.1677738
USA,PIG,1990,7271.305713
USA,PIG,1991,7438.692382
USA,PIG,1992,7927.068157
USA,PIG,1993,7901.169363
USA,PIG,1994,8087.107982
USA,PIG,1995,8059.438815
USA,PIG,1996,7618.092914
USA,PIG,1997,7629.88633
USA,PIG,1998,8304.832579
USA,PIG,1999,8597.400005
USA,PIG,2000,8456.332611
USA,PIG,2001,8387.840081
USA,PIG,2002,8684.943437
USA,PIG,2003,8815.578195
USA,PIG,2004,8816.303944
USA,PIG,2005,8669.974871
USA,PIG,2006,8640.944925
USA,PIG,2007,8966.171041
USA,PIG,2008,8814.217416
USA,PIG,2009,8998.38
